장소,지역,주소,구분,위도,경도,전화번호,홈페이지,제한조건
오독스,안양시 만안구,경기도 안양시 만안구 안양동 674-97,식당/카페,37.39954203,126.923255,0507-1483-2080,http://www.instagram.com/odox_official,소형/중형
수리산도립공원,안양시 만안구,경기도 안양시 만안구 안양동 산 79-3,관광지,37.36910362,126.900917,031-8008-8265,https://farm.gg.go.kr/sigt/33140,없음
양주천만송이천일홍축제,양주시,경기도 양주시 광사동 731,관광지,37.7857988,127.081834,031-8082-4114,https://www.yangju.go.kr/festival/index.do,없음
메종드시앙,양주시,경기도 양주시 광적면 석우리 441-7,식당/카페,37.83474049,126.976718,0507-1367-9188,https://blog.naver.com/maisonduchien,12kg 이하
퍼피과수원,양주시,경기도 양주시 만송동 63-2,식당/카페,37.78865545,127.097501,,http://blog.naver.com/puppy_grove,없음
글램핑코리아 양주애견점,양주시,경기도 양주시 백석읍 기산리 136-1,숙소,37.77384124,126.96138,070-7775-8681,,없음
브루다 양주점,양주시,경기도 양주시 백석읍 기산리 216-3,식당/카페,37.77868943,126.956776,070-8838-4096,https://www.instagram.com/brewda_coffee/,없음
호감,양주시,경기도 양주시 산북동 207-1,식당/카페,37.79256808,127.048884,031-847-5222,https://blog.naver.com/cafe_hogam,없음
카페 브루하하 호텔링,양주시,경기도 양주시 삼숭동 676,식당/카페,37.80335389,127.085575,,https://www.instagram.com/cafe.brouhaha/,10kg 미만
옥정중앙공원,양주시,경기도 양주시 옥정동 1035-1,관광지,37.82299986,127.094931,031-8082-7310,,소형/중형
빈스홈밀,양주시,경기도 양주시 옥정동 1071-8,식당/카페,37.81539971,127.095416,0507-1377-1708,https://www.instagram.com/beans_home_meal/,없음
양주시립회암사지박물관,양주시,경기도 양주시 율정동 299-1,관광지,37.84122644,127.102981,031-8082-4187,http://www.yangju.go.kr/museum/index.do,없음
보크아웃도어카페,양주시,경기도 양주시 은현면 선암리 217,식당/카페,37.86513389,127.026916,,http://m.cafe.naver.com/dogdori2017,없음
그랜드유원지,양주시,경기도 양주시 장흥면 부곡리 산 108-6,관광지,37.71402632,126.953278,031-826-4544,,소형
남경수목원,양주시,경기도 양주시 장흥면 삼하리 386-3,관광지,37.68740645,126.916654,,http://www.nkgarden.co.kr/,없음
돌고개 휴펜션,양주시,경기도 양주시 장흥면 석현리 202,숙소,37.7475944,126.947859,0507-1494-1516,https://huepension1516.modoo.at/,10Kg 미만
두루두루 카페,양주시,경기도 양주시 장흥면 석현리 3-7,식당/카페,37.76381345,126.965608,0507-1383-2731,http://instagram.com/cafe_duruduru,13kg 이하
장흥자생수목원,양주시,경기도 양주시 장흥면 석현리 330-9,관광지,37.74392607,126.949639,031-826-0933,www.sumokwon.net,소형
그레이캐슬펜션,양주시,경기도 양주시 장흥면 석현리 360,숙소,37.74206533,126.95322,031-875-9191,http://www.greycastle.co.kr,5kg 이하
카페휘바,양주시,경기도 양주시 장흥면 울대리 419,식당/카페,37.7159231,126.980318,031-877-5122,http://blog.naver.com/cafehyvaa,없음
네이처독,양주시,경기도 양주시 장흥면 울대리 420-2,식당/카페,37.71640206,126.980322,031-877-5113,,소형/중형
청암민속박물관,양주시,경기도 양주시 장흥면 일영리 36-7,관광지,37.72205241,126.94579,031-855-5100,https://instagram.com/cheong_am?igshid=MDM4ZDc5MmU=,소형
퍼피킹덤,양주시,경기도 양주시 회암동 616,식당/카페,37.84300054,127.0797,0507-1346-8610,https://www.instagram.com/puppy_kingdom_1101/,13kg 이하
카페무르,양평,경기도 양평군 강하면 전수리 495-28,식당/카페,37.5041311,127.42676,0507-1352-1208,https://www.instagram.com/cafe.mur/,없음
도그엔조이 애견펜션,양평,경기도 양평군 강하면 항금리 378-2,숙소,37.44880846,127.397019,0507-1321-4597,https://blog.naver.com/dognjoy2019,없음
댕댕그라운드,양평,경기도 양평군 개군면 공세리 254-9,식당/카페,37.46459367,127.538045,0507-1310-8979,http://www.instagram.com/dd_ground,없음
국립산음자연휴양림,양평,경기도 양평군 단월면 고북길 347,관광지,,,031-774-8131,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0103,
생각이나 펜션,양평,경기도 양평군 단월면 명성리 534-2,숙소,37.62584047,127.636859,031-771-8752,http://www.i-remember.co.kr/,10kg 이하
가원별장 펜션,양평,경기도 양평군 단월면 명성리 613-3,숙소,37.62218608,127.631772,0507-1317-2027,http://gawonps.co.kr/,7kg 이하
앤드퍼피,양평,경기도 양평군 단월면 산음리 830-4,숙소,37.58896614,127.584716,0507-1312-2408,https://andpuffy.modoo.at/?link=8nqy7g0u,15kg 이하
산음자연휴양림,양평,경기도 양평군 단월면 산음리 산 124,숙소,37.59613593,127.575206,031-774-8113,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0103,15kg 이하
더큐브펜션,양평,경기도 양평군 단월면 삼가리 17-4,숙소,37.51727116,127.680566,,http://www.cubepension.com,10kg 이하
퀸스타운 애견펜션,양평,경기도 양평군 단월면 석산리 150-4,숙소,37.64653114,127.615046,0507-1322-5618,http://queenstown.co.kr/,9kg 미만
라떼하우스,양평,경기도 양평군 서종면 도장리 95-49,숙소,37.60272062,127.397698,,http://mong2ne.com/,소형
구하우스,양평,경기도 양평군 서종면 문호리 779-5,관광지,37.60305157,127.351144,031-774-7460,www.koohouse.org,소형
무지개마을펜션,양평,경기도 양평군 서종면 수능리 285-10,숙소,37.59060701,127.381688,,http://www.rainbowvillage.co.kr/,10kg 이하
황순원문학촌 소나기마을,양평,경기도 양평군 서종면 수능리 산 74,관광지,37.59491956,127.377887,031-773-2299,https://www.yp21.go.kr/museumhub/,없음
루디힐,양평,경기도 양평군 서종면 수입리 175-10,식당/카페,37.63814918,127.414306,0507-1406-5383,,10kg 이하
뽀야쌀롱,양평,경기도 양평군 양서면 목왕리 40,식당/카페,37.56493135,127.390475,,http://instagram.com/ppoya_salon,15kg 이하
몽양기념관,양평,경기도 양평군 양서면 신원리 623-2,관광지,37.53051707,127.373607,031-775-5600,www.yp21.go.kr/museumhub/,없음
세미원연꽃박물관,양평,경기도 양평군 양서면 용담리 428-8,관광지,37.54093866,127.323961,031-775-1835,www.semiwon.or.kr,없음
쉬자파크,양평,경기도 양평군 양평읍 백안리 산 45-7,관광지,37.51120459,127.533184,031-770-1009,https://www.swijapark.com/,소형
클럽더독스,양평,경기도 양평군 옥천면 아신리 545-1,숙소,37.51572122,127.436634,070-8249-7289,http://cafe.naver.com/clubthedogs,없음
양평물소리길,양평,경기도 양평군 옥천면 아신리 545-20,관광지,37.51466953,127.437621,031-770-1003,https://www.yp21.go.kr/mulsorigil/index.do,없음
브릭야드,양평,경기도 양평군 옥천면 아신리 691,식당/카페,37.52812488,127.43724,070-4114-3289,https://brickyard.modoo.at/,20kg 이하
더그림,양평,경기도 양평군 옥천면 용천리 564-7,관광지,37.52915207,127.497062,070-4257-2210,http://www.thegreem.com/,소형
플럼,양평,경기도 양평군 용문면 다문리 784-21,식당/카페,37.4816735,127.590414,0507-1328-9095,https://blog.naver.com/dabin05172,없음
버드힐펜션,양평,경기도 양평군 용문면 덕촌리 313,숙소,37.51299582,127.590598,031-774-5766,https://m.place.naver.com/accommodation/13038981/home?entry=plt&businessCategory=pension,5kg 이하
문릿,양평,경기도 양평군 용문면 마룡리 594-2,식당/카페,37.50373895,127.59678,0507-1310-1880,https://www.instagram.com/cafe_moonlit/,없음
양평친환경농업박물관,양평,경기도 양평군 용문면 신점리 508-9,관광지,37.54760517,127.581225,031-772-3370,www.yp21.go.kr/museumhub,없음
용문사,양평,경기도 양평군 용문면 신점리 618,관광지,37.55021797,127.570448,031-773-3797,http://www.yongmunsa.biz/,없음
러브스토리 애견펜션,양평,경기도 양평군 용문면 연수리 195-1,숙소,37.53003787,127.55837,,http://lovestoryps.co.kr/,10kg 미만
마운틴밸리,양평,경기도 양평군 용문면 연수리 237,숙소,37.53467254,127.552706,,http://www.mvpension.co.kr,5kg 이하
중원계곡,양평,경기도 양평군 용문면 중원리,관광지,37.55253295,127.616397,031-770-1001,,없음
퐁당 애견펜션,양평,경기도 양평군 용문면 중원리 96,숙소,37.53271016,127.624802,0507-1489-0271,http://pongdangpets.com/,10kg 미만
밸런스독 애견펜션,양평,경기도 양평군 지평면 망미리 900,숙소,37.46426742,127.655751,0507-1391-0307,http://balancedog.co.kr,없음
구둔역 폐역,양평,경기도 양평군 지평면 일신리 1336-9,관광지,37.43741855,127.688846,031-771-2101,http://travelyangpyeong.com/product/detail.html?product_no=69&cate_no=31&display_group=1,없음
숨은빛 펜션,양평,경기도 양평군 청운면 가현리 139,숙소,37.52354302,127.727772,0507-1463-1034,http://hiddenlight.co.kr/,10kg 이하
퍼피누,양평,경기도 양평군 청운면 가현리 149,숙소,37.52487191,127.726787,,http://puppynu.modoo.at/,소형/중형
또오개애견펜션,양평,경기도 양평군 청운면 갈운리 1241,숙소,37.52705903,127.748073,0507-1332-5424,http://www.ttoogae.co.kr/,8kg 미만
프랜들리독 카페,여주시,경기도 여주시 가남읍 안금리 433-3,식당/카페,37.22822191,127.595628,0507-1378-6630,http://instagram.com/_friendlydog_,없음
강천섬유원지,여주시,경기도 여주시 강천면 강천리 645,관광지,37.23474348,127.707936,031-887-3104~3107,,없음
여성생활사박물관,여주시,경기도 여주시 강천면 굴암리 9-3,관광지,37.24252504,127.708143,031-882-8100,www.womanlife.or.kr,소형/중형
목아박물관,여주시,경기도 여주시 강천면 이호리 395-2,관광지,37.28855027,127.688123,031-885-9952,www.moka.or.kr,없음
명성황후기념관,여주시,경기도 여주시 능현동 250-3,관광지,37.25967518,127.655428,031-881-9730,www.yjcf.or.kr/empressmyungseong,없음
청학박물관,여주시,경기도 여주시 산북면 송현리 292,관광지,37.3894373,127.448152,031-881-4170,,없음
카페하일런,여주시,경기도 여주시 세종대왕면 왕대리 70-7,식당/카페,37.32132235,127.609712,0507-1368-0883,http://instagram.com/cafe_heilen,없음
여주시립폰박물관,여주시,경기도 여주시 연양동 304-8,관광지,37.29306214,127.666904,031-887-3547,www.phonemuseum.go.kr,없음
금은모래강변공원,여주시,경기도 여주시 연양동 8,관광지,37.28937608,127.67195,031-887-2604,https://www.yjcmc.or.kr/sub1/camp/gold.do,없음
여주박물관,여주시,경기도 여주시 천송동 588-6,관광지,37.29965313,127.653379,031-887-3583,www.yeoju.go.kr/museum,없음
현암지구공원,여주시,경기도 여주시 현암동 637-112,관광지,37.30658178,127.63166,031-887-2114,,없음
플러피펍,여주시,경기도 여주시 흥천면 문장리 423-1,식당/카페,37.36096807,127.506586,031-883-0301,https://www.instagram.com/fluffypup_3,없음
전곡선사박물관,연천군,경기도 연천군 전곡읍 전곡리 170-2,관광지,38.01159172,127.063762,031-830-5600,http://jgpm.ggcf.kr,없음
오산반려동물테마파크,오산시,경기도 오산시 오산동 750,관광지,37.14126173,127.063934,031-378-1517,https://www.osan.go.kr/petpark/,없음
유엔군 초전기념관,오산시,경기도 오산시 외삼미동 640,관광지,37.1846106,127.049014,031-377-1625,https://www.osan.go.kr/osanunm/main.do,없음
독산성 세마대지,오산시,경기도 오산시 지곶동 산 107-10,관광지,37.18506629,127.020802,031-8036-7605,https://www.osan.go.kr/depart/contents.do?mId=0902010000,없음
펠리스뻬로시티,용인시 기흥구,경기도 용인시 기흥구 고매동 541-6,식당/카페,37.22774686,127.099713,0507-1424-3352,http://felizperro.modoo.at/,없음
개린이네,용인시 기흥구,경기도 용인시 기흥구 공세동 60-1,식당/카페,37.23167734,127.116283,,http://www.instagram.com/gaerinine_,없음
카페비앤비,용인시 기흥구,경기도 용인시 기흥구 공세동 734-4,식당/카페,37.23859647,127.109973,0507-1313-0932,https://cafebnb.modoo.at/,없음
구갈레스피아반려견놀이터,용인시 기흥구,경기도 용인시 기흥구 구갈동 33-3,관광지,37.26682449,127.131244,031-324-3466,https://www.giheunggu.go.kr/_lmth/04_life/life_0105.asp,없음
플레이크,용인시 기흥구,경기도 용인시 기흥구 동백동 620-1,식당/카페,37.28276304,127.152265,,https://blog.naver.com/rang554,없음
개떼놀이터 용인,용인시 기흥구,경기도 용인시 기흥구 마북동 494-1,식당/카페,37.29852289,127.106545,031-282-2355,https://mydogyongin.modoo.at,15kg 미만
타카독스커피,용인시 기흥구,경기도 용인시 기흥구 보정동 1207-2,식당/카페,37.32074987,127.112501,0507-1412-2929,https://www.instagram.com/taka_dogscafe/,없음
경기도어린이박물관,용인시 기흥구,경기도 용인시 기흥구 상갈동 496,관광지,37.26818786,127.108653,031-270-8600,https://gcm.ggcf.kr/,실외만 반려동물 동반 가능
경기도박물관,용인시 기흥구,경기도 용인시 기흥구 상갈동 496,관광지,37.26818786,127.108653,031-288-5400,http://musenet.ggcf.kr,실외만 반려동물 동반 가능
숲속애견랜드,용인시 기흥구,경기도 용인시 기흥구 중동 26,식당/카페,37.25776799,127.160859,031-274-0921,,없음
용인시박물관,용인시 기흥구,경기도 용인시 기흥구 중동 862,관광지,37.27389677,127.157125,031-324-4793,www.yongin.go.kr/tour/index.do,없음
기흥레스피아호수공원,용인시 기흥구,경기도 용인시 기흥구 하갈동 114,관광지,37.25211139,127.096458,031-335-6050,http://www.giheunggu.go.kr/,없음
카페댕스,용인시 수지구,경기도 용인시 수지구 성복동 523-1,식당/카페,37.31844327,127.055222,,https://www.instagram.com/cafe.thanks_,10kg 이하
큐티멍,용인시 수지구,경기도 용인시 수지구 신봉동 940,식당/카페,37.32933289,127.070774,031-262-6109,http://blog.naver.com/amazone8884,없음
마인드몽,용인시 수지구,경기도 용인시 수지구 죽전동 1188-5,식당/카페,37.33186247,127.127605,031-272-0316,http://instagram.com/mindmong_,10kg 이하
강아지공간,용인시 수지구,경기도 용인시 수지구 죽전동 876-6,식당/카페,37.33290687,127.108438,031-261-0969,http://instagram.com/puppy__ground,없음
레이크 더 독,용인시 처인구,경기도 용인시 처인구 남사읍 북리 416-1,식당/카페,37.15644756,127.142094,0507-1320-4161,https://lakethedog.modoo.at/,없음
컨츄리독힐링파크,용인시 처인구,경기도 용인시 처인구 모현읍 갈담리 614,식당/카페,37.33173791,127.237034,031-333-2633,,15kg 미만
